RARNUM,StreetAddr,ZIP5,UseCode,YearBuilt,SQFTmain,Units,TotalVal
5077001001,3007 W 5TH ST,90020,Residential,1957,14990,18,662504
5077001020,419 S COMMONWEALTH AVE,90020,Residential,1960,11077,12,285363
5077001021,409 S COMMONWEALTH AVE,90020,Residential,1960,10366,12,836144
5077002093,"435 S VIRGIL AVE, NO 114",90020,Residential,1986,679,1,130546
5077001002,"435 S HOOVER ST, APT 0011",90020,Residential,1955,9074,12,601810
5077002061,"424 S WESTMORELAND AVE, UNIT 211",90020,Residential,1982,666,1,115746
5077002099,"435 S VIRGIL AVE, NO 122",90020,Residential,1986,926,1,184093
5077002034,411 S VIRGIL AVE,90020,Residential,1979,48498,70,10117839
5077002083,"435 S VIRGIL AVE, NO 125",90020,Residential,1986,834,1,246863
5077002147,"435 S VIRGIL AVE, NO 305",90020,Residential,1986,838,1,215976
5077002020,446 SHATTO PL,90020,Commercial,1972,0,0,263104
5077002052,"424 S WESTMORELAND AVE, UNIT 202",90020,Residential,1982,956,1,264000
5077002101,"435 S VIRGIL AVE, NO 128",90020,Residential,1986,649,1,132694
5077002064,"424 S WESTMORELAND AVE, UNIT 301",90020,Residential,1982,1035,1,99630
5077002096,"435 S VIRGIL AVE, NO 117",90020,Residential,1986,931,1,110971
5077002100,"435 S VIRGIL AVE, NO 124",90020,Residential,1986,640,1,52084
5077002155,"435 S VIRGIL AVE, NO 316",90020,Residential,1986,649,1,138286
5077002012,430 S WESTMORELAND AVE,90020,Residential,1919,3256,1,464767
5077002067,"424 S WESTMORELAND AVE, UNIT 304",90020,Residential,1982,1035,1,245911
5077002174,411 S WESTMORELAND AVE,90020,Residential,1991,241490,244,34040243
5077002088,"435 S VIRGIL AVE, NO 106",90020,Residential,1986,842,1,146265
5077002124,"435 S VIRGIL AVE, NO 215",90020,Residential,1986,649,1,114639
5077002032,444 S WESTMORELAND AVE,90020,Residential,1913,4694,1,626649
5077002109,"435 S VIRGIL AVE, NO 111",90020,Residential,1986,640,1,208761
5077002145,"435 S VIRGIL AVE, NO 327",90020,Residential,1986,839,1,287000
5077002062,"424 S WESTMORELAND AVE, UNIT 212",90020,Residential,1982,623,1,158817
5077002089,"435 S VIRGIL AVE, NO 108",90020,Residential,1986,617,1,225000
5077002098,"435 S VIRGIL AVE, NO 120",90020,Residential,1986,640,1,233000
5077002123,"435 S VIRGIL AVE, NO 214",90020,Residential,1986,679,1,116237
5077002132,"435 S VIRGIL AVE, NO 229",90020,Residential,1986,931,1,244000
5077002203,"417 S WESTMORELAND AVE, 402",90020,Residential,2007,1130,1,355340
5077002114,"435 S VIRGIL AVE, NO 226",90020,Residential,1986,838,1,315000
5077002045,"424 S WESTMORELAND AVE, UNIT 108",90020,Residential,1982,1034,1,256000
5077002115,"435 S VIRGIL AVE, NO 227",90020,Residential,1986,839,1,287000
5077002186,"456 SHATTO PL, 11",90020,Residential,2002,1259,1,343509
5077002190,"456 SHATTO PL, 15",90020,Residential,2002,1259,1,453000
5077001027,424 S VIRGIL AVE,90020,Residential,1922,2260,1,132826
5077001031,401 S HOOVER ST,90020,Residential,1972,47731,67,9324139
5077002075,"424 S WESTMORELAND AVE, UNIT 312",90020,Residential,1982,623,1,132553
5077002180,"456 SHATTO PL, 5",90020,Residential,2002,1259,1,339663
5077002181,"456 SHATTO PL, 6",90020,Residential,2002,1259,1,401000
5077004017,511 S WESTMORELAND AVE,90020,Commercial,0,0,0,409971
5077009012,3130 W 6TH ST,90020,Commercial,1939,4861,0,837546
5077009026,621 S WESTMORELAND AVE,90005,Commercial,1951,13100,0,2349221
5077002051,"424 S WESTMORELAND AVE, UNIT 201",90020,Residential,1982,1035,1,256000
5077002205,"417 S WESTMORELAND AVE, 404",90020,Residential,2007,1380,1,371678
5077004030,525 S VIRGIL AVE,90020,Commercial,1965,56072,0,5328161
5077002106,"435 S VIRGIL AVE, NO 103",90020,Residential,1986,640,1,225000
5077002163,"435 S VIRGIL AVE, NO 330",90020,Residential,1986,640,1,127265
5077003025,425 SHATTO PL,90020,Commercial,1970,86840,0,12004276
5077007022, ,0,Commercial,0,0,0,2209987
5077002060,"424 S WESTMORELAND AVE, UNIT 210",90020,Residential,1982,1064,1,86345
5077002196,"417 S WESTMORELAND AVE, 203",90020,Residential,2007,1130,1,361000
5077005020,2951 W 6TH ST,90020,Residential,0,0,0,830517
5077009028, ,0,Commercial,1951,42561,0,5378843
5077002144,"435 S VIRGIL AVE, NO 326",90020,Residential,1986,838,1,88558
5077002182,"456 SHATTO PL, 7",90020,Residential,2002,1259,1,401000
5077005019,2965 W 6TH ST,90020,Commercial,0,0,0,455944
5077009011,610 SHATTO PL,90005,Commercial,1952,7782,0,776856
5077002154,"435 S VIRGIL AVE, NO 315",90020,Residential,1986,649,1,157946
5077007020,2975 WILSHIRE BLVD,90010,Commercial,1957,121542,0,2981427
5077002191,"456 SHATTO PL, 16",90020,Residential,2002,1259,1,401000
5077004009,3019 W 6TH ST,90020,Commercial,1933,1696,0,441997
5077004021,3101 W 6TH ST,90020,Commercial,1924,19188,0,824475
5077002175,412 S WESTMORELAND AVE,90020,Residential,1989,59154,74,5798536
5077007025,639 S COMMONWEALTH AVE,90005,Commercial,1929,196790,0,4489644
5077009001,601 S WESTMORELAND AVE,90005,Commercial,1949,19000,0,2731289
5077009010,612 SHATTO PL,90005,Commercial,1948,4904,0,770590
5077002199,"417 S WESTMORELAND AVE, 302",90020,Residential,2007,1130,1,402000
5077005022,520 S VIRGIL AVE,90020,Commercial,1960,48704,0,7692089
5077007027, ,0,Commercial,1929,12488,0,159492
5077009002,609 S WESTMORELAND AVE,90005,Commercial,1942,5250,0,549152
5077005024, ,0,Commercial,1973,0,0,1101000
5077007021,2990 W 6TH ST,90020,Commercial,1976,0,0,6529509
5077008003,615 S VIRGIL AVE,90005,Residential,1913,16858,32,1014845
5077003903, ,0, ,0,0,0,0
5077009905, ,0, ,0,0,0,0
5077009914, ,0, ,0,0,0,0
5077009904, ,0, ,0,0,0,0
5077009916, ,0, ,0,0,0,0
5501002007,305 N WESTMORELAND AVE,90004,Residential,1904,1418,1,370000
5501002030,338 N WESTMORELAND AVE,90004,Residential,0,0,0,537674
5501001006,315 N JUANITA AVE,90004,Commercial,0,0,0,282248
5501003014,3539 W TEMPLE ST,90004,Commercial,1928,3300,0,401204
5501006026,3571 BEVERLY BLVD,90004,Commercial,1938,1039,0,91103
5501001029,300 N VERMONT AVE,90004,Commercial,1972,1646,0,960468
5501002018,341 N VIRGIL AVE,90004,Residential,1921,666,1,342000
5501007006,101 N VIRGIL AVE,90004,Industrial,1946,5750,0,819698
5501001028,3701 BEVERLY BLVD,90004,Commercial,1928,7711,0,356235
5501006015,143 N COMMONWEALTH AVE,90004,Residential,1951,5258,6,526492
5501005030,3420 COUNCIL ST,90004,Residential,1965,17750,21,939961
5501006019,215 N COMMONWEALTH AVE,90004,Residential,1924,3937,2,385628
5501003021,3513 W TEMPLE ST,90004,Industrial,1965,2000,0,571647
5501006013,135 N COMMONWEALTH AVE,90004,Residential,1940,3220,1,624982
5501009007,3660 BEVERLY BLVD,90004,Commercial,1954,1250,0,282616
5501001012,320 N VERMONT AVE,90004,Commercial,1962,25100,0,1676954
5501003006,316 N COMMONWEALTH AVE,90004,Residential,0,0,0,179356
5501006005,3564 SMILAX ST,90004,Residential,1949,832,0,353845
5501009027, ,0,Commercial,1999,2678,0,1106288
5501013042,221 S JUANITA AVE,90004,Institutional,1950,44301,0,2226616
5501015017,3454 W 1ST ST,90004,Commercial,1940,2618,0,192763
5501014031,155 S MADISON AVE,90004,Residential,1958,2432,2,187320
5501016012,152 S WESTMORELAND AVE,90004,Residential,1926,4836,4,506548
5501006014,139 N COMMONWEALTH AVE,90004,Residential,1922,1200,1,325962
5501015035,"129 S WESTMORELAND AVE, 104",90004,Residential,2003,1390,1,390000
5501005019,3327 BEVERLY BLVD,90004,Residential,0,1726,2,249358
5501013028,209 S WESTMORELAND AVE,90004,Residential,1967,504891,687,105299318
5501014022,3470 W 1ST ST,90004,Commercial,1970,0,0,37074
5501015023,138 S MADISON AVE,90004,Residential,1948,1681,2,360000
5501016007,128 S WESTMORELAND AVE,90004,Residential,1926,8000,9,608455
5501016026,101 S VIRGIL AVE,90004,Institutional,1922,1402,0,716524
5501001019,3725 BEVERLY BLVD,90004,Commercial,1951,1080,0,549130
5501003011,317 N COMMONWEALTH AVE,90004,Residential,1915,1722,2,249189
5501005011,136 N COMMONWEALTH AVE,90004,Residential,1931,12075,9,797929
5501006022,3585 BEVERLY BLVD,90004,Commercial,1935,1751,0,243565
5501007016,124 N WESTMORELAND AVE,90004,Residential,1927,17730,24,468910
5501012024,140 S VERMONT AVE,90004,Commercial,1986,30376,0,6519772
5501015030,3444 W 1ST ST,90004,Commercial,1946,1238,0,224101
5501018015,167 S HOOVER ST,90004,Residential,1911,2623,1,574000
5501003034, ,0,Commercial,1977,0,0,125607
5501006009,3551 BEVERLY BLVD,90004,Industrial,1952,2342,0,158899
5501013027,170 BIMINI PL,90004,Institutional,1968,40880,1,4148235
5501015022,134 S MADISON AVE,90004,Residential,1950,1445,1,249366
5501017021,190 S VIRGIL AVE,90004,Residential,1925,3367,5,217619
5501018025,158 S COMMONWEALTH AVE,90004,Residential,1927,7298,8,637839
5501010002,3712 BEVERLY BLVD,90004,Commercial,1930,3880,0,364514
5501013019,181 S VIRGIL AVE,90004,Residential,1907,2306,2,211696
5501016028,3426 W 1ST ST,90004,Residential,1990,14154,18,2991520
5501019018,224 S COMMONWEALTH AVE,90004,Residential,1959,8692,10,208765
5501020005,215 S VIRGIL AVE,90004,Residential,1924,2990,3,75353
5501001016,311 N MADISON AVE,90004,Residential,0,0,0,273533
5501005033,140 N COMMONWEALTH AVE,90004,Residential,1988,15200,21,1230921
5501013014,3415 W 2ND ST,90004,Commercial,1966,5085,0,702639
5501013017,171 S VIRGIL AVE,90004,Residential,1985,43420,52,3818536
5501016002,3416 W 1ST ST,90004,Institutional,1928,3000,0,237408
5501018018,198 S COMMONWEALTH AVE,90004,Residential,1924,8486,8,797494
5501022022,376 S COMMONWEALTH AVE,90020,Residential,1979,16452,22,1506386
5501022033,"370 S COMMONWEALTH AVE, NO 2",90020,Residential,1982,1208,1,182406
5501006011,121 N COMMONWEALTH AVE,90004,Residential,1951,3025,4,487727
5501018008,121 S HOOVER ST,90004,Residential,1910,1680,1,175506
5501021039,"332 S VIRGIL AVE, 402",90020,Residential,2008,1120,1,271527
5501010033,270 N VERMONT AVE,90004,Commercial,1960,4619,0,2508286
5501016019,137 S VIRGIL AVE,90004,Residential,1920,4493,4,369964
5501018029,136 S COMMONWEALTH AVE,90004,Residential,1923,3296,2,560000
5501020001,239 S COMMONWEALTH AVE,90004,Residential,1963,11646,24,911349
5501021042,"332 S VIRGIL AVE, 502",90020,Residential,2008,1120,1,271527
5501022024,373 S HOOVER ST,90020,Residential,1964,31980,36,2943359
5501007027,137 N VIRGIL AVE,90004,Commercial,1983,15711,0,1935271
5501015021,128 S MADISON AVE,90004,Residential,1948,1320,1,265825
5501016005,118 S WESTMORELAND AVE,90004,Residential,1924,5520,7,97355
5501024001,371 S WESTMORELAND AVE,90020,Residential,1951,1434,1,438400
5502001001,3901 W 4TH ST,90020,Residential,1954,12015,14,1391793
5501016009,138 S WESTMORELAND AVE,90004,Residential,1926,18604,32,2396805
5501018017,173 S HOOVER ST,90004,Residential,1922,5138,7,338025
5501019022,206 S COMMONWEALTH AVE,90004,Residential,1959,8630,10,385286
5502001052,"320 S ARDMORE AVE, 134",90020,Residential,1973,580,1,77946
5501016015,161 S VIRGIL AVE,90004,Residential,0,0,0,282843
5501019026,244 S COMMONWEALTH AVE,90004,Residential,1922,4674,3,376493
5501024012,323 1/2 S WESTMORELAND AVE,90020,Residential,0,0,0,124360
5502003009,302 S MARIPOSA AVE,90020,Commercial,1915,4872,0,819704
5501014033,147 S MADISON AVE,90004,Residential,1940,1419,1,194911
5501014034,149 S MADISON AVE,90004,Residential,1953,1508,1,306141
5501016017,151 S VIRGIL AVE,90004,Residential,1912,1432,1,107122
5501017002,109 S COMMONWEALTH AVE,90004,Residential,1923,4589,4,298025
5501017007,135 S COMMONWEALTH AVE,90004,Residential,1914,3331,4,171259
5501020016,200 S WESTMORELAND AVE,90004,Residential,1923,2660,1,461083
5501022004,357 S HOOVER ST,90020,Residential,1952,7024,12,1251408
5501023006,351 S VIRGIL AVE,90020,Residential,1926,2687,1,219873
5502001103,"320 S ARDMORE AVE, NO 312",90020,Residential,1973,566,1,75340
5502001104,"320 S ARDMORE AVE, NO 314",90020,Residential,1973,378,1,68859
5501018022,178 S COMMONWEALTH AVE,90004,Residential,1991,9600,9,768342
5501021006,3155 GENEVA ST,90020,Residential,1954,9268,16,1549560
5501021038,"332 S VIRGIL AVE, 401",90020,Residential,2008,1240,1,281773
5501024003,359 S WESTMORELAND AVE,90020,Residential,1942,2018,1,287285
5502001048,"320 S ARDMORE AVE, NO 130",90020,Residential,1973,580,1,108781
5502001095,"320 S ARDMORE AVE, 304",90020,Residential,1973,566,1,115333
5502002025,"309 S MARIPOSA AVE, 201",90020,Residential,2005,1390,1,460000
5502003022,"345 S ALEXANDRIA AVE, 103",90020,Residential,1989,760,1,231993
5501015006,135 S WESTMORELAND AVE,90004,Residential,1926,7776,16,1155543
5501015018,112 S MADISON AVE,90004,Residential,1961,2825,4,204593
5501016021,127 S VIRGIL AVE,90004,Residential,1920,1807,1,442722
5501019009,217 S HOOVER ST,90004,Residential,2013,8812,9,1775202
5501021003,315 S COMMONWEALTH AVE,90020,Residential,1936,4936,4,484767
5501021041,"332 S VIRGIL AVE, 501",90020,Residential,2008,1240,1,281773
5502001010,304 S ARDMORE AVE,90020,Commercial,1973,1320,0,406540
5502001049,"320 S ARDMORE AVE, 131",90020,Residential,1973,580,1,89436
5502001119,"320 S ARDMORE AVE, NO 329",90020,Residential,1973,368,1,152000
5502002028,"309 S MARIPOSA AVE, 301",90020,Residential,2005,1390,1,470000
5501022041,"370 S COMMONWEALTH AVE, NO 10",90020,Residential,1982,1175,1,176997
5501023008,369 S VIRGIL AVE,90020,Residential,1923,1269,1,256157
5501021035,"332 S VIRGIL AVE, 303",90020,Residential,2008,2450,1,476453
5502001024,"320 S ARDMORE AVE, 103",90020,Residential,1973,566,1,111032
5502001075,"320 S ARDMORE AVE, NO 221",90020,Residential,1973,381,1,74870
5502001032,"320 S ARDMORE AVE, NO 112",90020,Residential,1973,566,1,218497
5502001101,"320 S ARDMORE AVE, NO 310",90020,Residential,1973,566,1,130590
5502002012,319 S MARIPOSA AVE,90020,Residential,1958,10144,14,539821
5502002023,"309 S MARIPOSA AVE, 102",90020,Residential,2005,1270,1,388679
5502003028,"345 S ALEXANDRIA AVE, 109",90020,Residential,1989,820,1,250310
5502003058,"345 S ALEXANDRIA AVE, 213",90020,Residential,1989,860,1,262521
5502001098,"320 S ARDMORE AVE, NO 307",90020,Residential,1973,566,1,230000
5502001113,"320 S ARDMORE AVENUE, 323",90020,Residential,1973,825,1,266754
5501021037,"332 S VIRGIL AVE, 301",90020,Residential,2008,1240,1,281773
5502001115,"320 S ARDMORE AVE, NO 325",90020,Residential,1973,825,1,217884
5502003038,"345 S ALEXANDRIA AVE, 119",90020,Residential,1989,570,1,173994
5502003055,"345 S ALEXANDRIA AVE, 210",90020,Residential,1989,880,1,268626
5501024009,383 S WESTMORELAND AVE,90020,Residential,1951,1866,1,487000
5502003062,"345 S ALEXANDRIA AVE, 217",90020,Residential,1989,830,1,253363
5502001099,"320 S ARDMORE AVE, 308",90020,Residential,1973,566,1,102968
5502003035,"345 S ALEXANDRIA AVE, 116",90020,Residential,1989,830,1,253363
5502003094,"345 S ALEXANDRIA AVE, 323",90020,Residential,1989,560,1,170943
5502001022,"320 S ARDMORE AVE, 101",90020,Residential,1973,566,1,205930
5502001037,"320 S ARDMORE AVE, NO 118",90020,Residential,1973,580,1,110498
5502001073,"320 S ARDMORE AVE, 219",90020,Residential,1973,580,1,122955
5502001087,"320 S ARDMORE AVE, NO 233",90020,Residential,1973,378,1,52047
5502003032,"345 S ALEXANDRIA AVE, 113",90020,Residential,1989,860,1,262521
5502003096,"345 S ALEXANDRIA AVE, 325",90020,Residential,1989,860,1,224514
5502001057,"320 S ARDMORE AVE, NO 202",90004,Residential,1973,566,1,207939
5502001125,"320 S ARDMORE AVE, 335",90020,Residential,1973,378,1,44746
5502003052,"345 S ALEXANDRIA AVE, 207",90020,Residential,1989,560,1,267000
5502003077,"345 S ALEXANDRIA AVE, 306",90020,Residential,1989,830,1,253363
5502001063,"320 S ARDMORE AVE, 208",90020,Residential,1973,566,1,226000
5502002005,320 S NORMANDIE AVE,90020,Residential,1956,7039,10,596522
5502002027,"309 S MARIPOSA AVE, 203",90020,Residential,2005,1170,1,367669
5502003041,"345 S ALEXANDRIA AVE, 122",90020,Residential,1989,580,1,151283
5502003015,330 S MARIPOSA AVE,90020,Residential,1950,16786,20,390755
5502003017,309 S ALEXANDRIA AVE,90020,Residential,1953,32837,44,3394266
5502003025,"345 S ALEXANDRIA AVE, 106",90020,Residential,1989,830,1,253363
5502003068,"345 S ALEXANDRIA AVE, 223",90020,Residential,1989,560,1,146059
5502005052,"360 S KENMORE AVE, NO 310",90020,Residential,1965,603,1,137412
5502005026,360 S KENMORE AVE,90020,Residential,1965,796,1,205000
5502005043,"360 S KENMORE AVE, APT 0301",90020,Residential,1965,1070,1,132161
5502005010,351 S CATALINA ST,90020,Residential,1921,3624,4,569591
5502010024,400 S BERENDO ST,90020,Residential,1967,58198,71,4200234
5502003065,"345 S ALEXANDRIA AVE, 220",90020,Residential,1989,560,1,263000
5502003079,"345 S ALEXANDRIA AVE, 308",90020,Residential,1989,560,1,170943
5502005041,"360 S KENMORE AVE, NO 209",90020,Residential,1965,454,1,168282
5502008020,3518 W 3RD ST,90020,Commercial,1921,14933,21,247353
5502013033,"425 S KENMORE AVE, APT  107",90020,Residential,1963,646,1,94525
5502003086,"345 S ALEXANDRIA AVE, 315",90020,Residential,1989,880,1,268626
5502007014,311 S NEW HAMPSHIRE AVE,90020,Residential,1989,11792,16,2087696
5502009012,443 S VERMONT AVE,90020,Commercial,1975,8392,0,1130432
5502010013,459 S NEW HAMPSHIRE AVE,90020,Residential,1938,6540,6,183960
5502011008,448 S CATALINA ST,90020,Residential,1954,8719,12,371220
5502013062,435 S KENMORE AVE,90020,Residential,1971,34776,45,2664062
5502003070,"345 S ALEXANDRIA AVE, 225",90020,Residential,1989,860,1,262521
5502003084,"345 S ALEXANDRIA AVE, 313",90020,Residential,1989,860,1,268626
5502003109,"345 S ALEXANDRIA AVE, PH 12",90020,Residential,1989,880,1,268626
5502007016,333 S NEW HAMPSHIRE AVE,90020,Residential,1968,43322,54,1761746
5502009003,418 S NEW HAMPSHIRE AVE,90020,Residential,1949,9516,13,563363
5502011024,421 S BERENDO ST,90020,Residential,1990,47633,46,6959000
5502003073,"345 S ALEXANDRIA AVE, 302",90020,Residential,1989,910,1,277783
5502003090,"345 S ALEXANDRIA AVE, 319",90020,Residential,1989,570,1,148871
5502009005,432 S NEW HAMPSHIRE AVE,90020,Residential,1928,64255,90,2683281
5502013023,"425 S KENMORE AVE, APT  104",90020,Residential,1963,530,1,122277
5502013057,"425 S KENMORE AVE, APT  312",90020,Residential,1963,696,1,200000
5502003101,"345 S ALEXANDRIA AVE, PH 04",90020,Residential,1989,540,1,164834
5502004014,353 S KENMORE AVE,90020,Residential,1925,13533,10,1408866
5502005046,"360 S KENMORE AVE, NO 304",90020,Residential,1965,796,1,112708
5502006027,342 S CATALINA ST,90020,Residential,1989,40110,46,6206347
5502013059,"425 S KENMORE AVE, APT  314",90020,Residential,1963,467,1,128462
5502003113,"345 S ALEXANDRIA AVE, PH 16",90020,Residential,1989,830,1,253363
5502004008,301 S KENMORE AVE,90020,Commercial,1915,48168,66,4001421
5502005025,"360 S KENMORE AVE, APT 0103",90020,Residential,1965,751,1,200000
5502008021,336 S NEW HAMPSHIRE AVE,90020,Residential,1992,38344,42,2755976
5502013046,"425 S KENMORE AVE, APT  208",90020,Residential,1963,682,1,230000
5502014001,470 S MARIPOSA AVE,90020,Residential,1953,12886,16,904014
5502005032,"360 S KENMORE AVE, NO 110",90020,Residential,1965,603,1,107586
5502010020,"415 S NEW HAMPSHIRE AVE, NO 1",90020,Institutional,1987,17048,22,3182713
5502013022,"425 S KENMORE AVE, APT  103",90020,Residential,1963,556,1,155000
5502014009,3704 W 4TH ST,90020,Residential,1926,40734,24,1109604
5502015013,443 S MARIPOSA AVE,90020,Residential,1952,20060,20,2974702
5502004005,320 S ALEXANDRIA AVE,90020,Residential,1968,24801,30,1423378
5502007015,3546 W 3RD ST,90020,Commercial,1966,6774,0,1414259
5502010012,475 S NEW HAMPSHIRE AVE,90020,Residential,1928,32416,40,2493637
5502012001,456 S KENMORE AVE,90020,Residential,1923,7509,16,1205448
5502013027,"425 S KENMORE AVE, APT  110",90020,Residential,1963,872,1,216398
5502019018,3535 W 6TH ST,90020,Commercial,1955,15412,0,1507247
5502004010,321 S KENMORE AVE,90020,Residential,1937,7158,9,222162
5502005024,"360 S KENMORE AVE, NO 102",90020,Residential,1965,1097,1,281529
5502007003,316 S BERENDO ST,90020,Residential,1924,16500,33,865116
5502011002,412 S CATALINA ST,90020,Residential,1940,7142,6,1050000
5502013029,"425 S KENMORE AVE, APT  112",90020,Residential,1963,696,1,164083
5502021026,"540 S KENMORE AVE, NO   304",90020,Residential,2009,1250,1,439565
5502021027,"540 S KENMORE AVE, NO   305",90020,Residential,2009,1890,1,560185
5502003106,"345 S ALEXANDRIA AVE, PH 09",90020,Residential,1989,820,1,250310
5502003123,"345 S ALEXANDRIA AVE, PH26",90020,Residential,1989,970,1,296099
5502009004,426 N NEW HAMPSHIRE AVE,90004,Residential,1928,25576,47,999112
5502013039,"425 S KENMORE AVE, APT  206",90020,Residential,1963,660,1,153583
5502013041,"425 S KENMORE AVE, APT  210",90020,Residential,1963,872,1,143447
5502018005,522 S NORMANDIE AVE,90020,Residential,1971,16308,19,2342277
5502021036,"540 S KENMORE AVE, NO   502",90020,Residential,2009,1770,1,612441
5502003117,"345 S ALEXANDRIA AVE, PH 20",90020,Residential,1989,560,1,170943
5502013004,436 S ALEXANDRIA AVE,90020,Residential,1920,3532,1,587920
5502013045,"425 S KENMORE AVE, APT  214",90020,Residential,1963,467,1,74705
5502013052,"425 S KENMORE AVE, NO 305",90020,Residential,1963,1007,1,120110
5502021003,530 S KENMORE AVE,90020,Residential,1927,26896,40,3290000
5502009010,3315 W 5TH ST,90020,Commercial,0,0,0,684442
5502013053,"425 S KENMORE AVE, APT  306",90020,Residential,1963,660,1,36545
5502015001,3725 W 5TH ST,90020,Residential,1959,21399,24,1025646
5502006021,3600 W 3RD ST,90020,Commercial,1931,6653,0,202557
5502012020,425 S CATALINA ST,90020,Residential,1963,35124,42,2427698
5502022028,"525 S BERENDO ST, 104",90020,Residential,1991,867,1,278377
5502009008,454 S NEW HAMPSHIRE AVE,90020,Residential,1939,6602,6,374951
5502011018,411 S BERENDO ST,90020,Residential,1989,17964,21,1745480
5502013037,"425 S KENMORE AVE, APT  204",90020,Residential,1963,651,1,189535
5502015012,"435 S MARIPOSA AVE, NO 303",90020,Residential,1962,21777,26,3950000
5502016008,427 S NORMANDIE AVE,90020,Residential,0,0,0,7787174
5502017018,526 S ARDMORE AVE,90020,Residential,1972,58491,63,2865654
5502021009,513 S CATALINA ST,90020,Residential,1923,5704,4,366453
5502021048,"540 S KENMORE AVE, NO   702",90020,Residential,2009,1770,1,632299
5502022017,530 S CATALINA ST,90020,Residential,1971,36929,45,7889000
5502022057,"525 S BERENDO ST, 301",90020,Residential,1991,913,1,296235
5502023052,"500 S BERENDO ST, NO   207",90020,Residential,1992,1099,1,203421
5502023088,"500 S BERENDO ST, NO   402",90020,Residential,1992,594,1,179004
5502014015,455 S ALEXANDRIA AVE,90020,Residential,1936,9935,11,2500000
5502019004,520 S MARIPOSA AVE,90020,Residential,1928,28472,48,745184
5502021045,"540 S KENMORE AVE, NO   605",90020,Residential,2009,1890,1,568670
5502023062,"500 S BERENDO ST, NO   217",90020,Residential,1992,1088,1,125802
5502023064,"500 S BERENDO ST, NO   219",90020,Residential,1992,990,1,183835
5502023069,"500 S BERENDO ST, NO   303",90020,Residential,1992,795,1,279000
5502023105,"500 S BERENDO ST, NO   419",90020,Residential,1992,952,1,305363
5502024032,"3223 W 006 ST, NO   207",90020,Residential,2009,1240,1,357430
5502013032,"425 S KENMORE AVE, APT  108",90020,Residential,1963,682,1,75343
5502017014,507 S NORMANDIE AVE,90020,Residential,1940,6355,8,376131
5502021024,"540 S KENMORE AVE, NO   302",90020,Residential,2009,1770,1,559140
5502022034,"525 S BERENDO ST, 110",90020,Residential,1991,867,1,272720
5502022052,"525 S BERENDO ST, 212",90020,Residential,1991,889,1,187509
5502022069,"525 S BERENDO ST, 313",90020,Residential,1991,889,1,271526
5502024036,"3223 W 006 ST, NO   211",90020,Residential,2009,1380,1,430589
5502021057,"540 S KENMORE AVE, NO   805",90020,Residential,2009,1890,1,668878
5502022020,514 S CATALINA ST,90020,Residential,1987,39845,44,10700000
5502022037,"525 S BERENDO ST, 113",90020,Residential,1991,889,1,106273
5502023019,3281 W 6TH ST,90020,Institutional,1959,14838,0,3462998
5502023079,"500 S BERENDO ST, NO   313",90020,Residential,1992,775,1,170088
5502023104,"500 S BERENDO ST, NO   418",90020,Residential,1992,990,1,263245
5502018018,530 S NORMANDIE AVE,90020,Residential,1960,11844,18,1898580
5502021037,"540 S KENMORE AVE, NO   503",90020,Residential,2009,1250,1,491207
5502022032,"525 S BERENDO ST, 108",90020,Residential,1991,880,1,192977
5502024011,508 S NEW HAMPSHIRE AVE,90020,Residential,1939,6602,6,717241
5502024023,3223 W 006 ST,90020,Commercial,2009,16643,0,5054364
5502013048,"425 S KENMORE AVE, APT  301",90020,Residential,1963,467,1,191024
5502023034,"500 S BERENDO ST, NO   110",90020,Residential,1992,1029,1,134262
5502023098,"500 S BERENDO ST, NO   412",90020,Residential,1992,1040,1,161124
5502016001,427 S NORMANDIE AVE,90020,Residential,0,0,0,1229552
5502023059,"500 S BERENDO ST, NO   214",90020,Residential,1992,775,1,198572
5502023093,"500 S BERENDO ST, 407",90020,Residential,1992,995,1,192015
5502023106,"500 S BERENDO ST, NO   420",90020,Residential,1992,988,1,257978
5502020006,500 S ALEXANDRIA AVE,90020,Residential,1973,21528,29,1151622
5502021022,"540 S KENMORE AVE, NO   206",90020,Residential,2009,1280,1,407597
5502021056,"540 S KENMORE AVE, NO   804",90020,Residential,2009,1250,1,627500
5502022054,"525 S BERENDO ST, 214",90020,Residential,1991,867,1,323586
5502022079,"525 S BERENDO ST, 407",90020,Residential,1991,1043,1,405000
5502022088,"525 S BERENDO ST, 416",90020,Residential,1991,880,1,283543
5502024009,3201 W 6TH ST,90020,Commercial,2001,0,0,1770066
5502024084,"3223 W 006 ST, NO   703",90020,Residential,2009,1670,1,652853
5502022008,3325 W 6TH ST,90020,Commercial,2002,2278,0,1047102
5502023032,"500 S BERENDO ST, NO   108",90020,Residential,1992,995,1,220295
5502024037,"3223 W 006 ST, NO   212",90020,Residential,2009,1130,1,326424
5502024054,"3223 W 006 ST, NO   405",90020,Residential,2009,1690,1,474484
5502021019,"540 S KENMORE AVE, NO   203",90020,Residential,2009,1250,1,433725
5502021034,"540 S KENMORE AVE, NO   406",90020,Residential,2009,1280,1,433725
5502023022,3240 W 6TH ST,90020,Commercial,1990,48762,0,3523507
5502023039,"500 S BERENDO ST, 115",90020,Residential,1992,769,1,137160
5502024062,"3223 W 006 ST, NO   501",90020,Residential,2009,1600,1,515244
