RARNUM,StreetAddr,ZIP5,UseCode,YearBuilt,SQFTmain,Units,TotalVal
5077002074,"424 S WESTMORELAND AVE, UNIT 311",90020,Residential,1982,666,1,234000
5077002047,"424 S WESTMORELAND AVE, UNIT 110",90020,Residential,1982,1064,1,124769
5077002054,"424 S WESTMORELAND AVE, UNIT 204",90020,Residential,1982,1035,1,215172
5077001004,423 S HOOVER ST,90020,Residential,1964,19000,24,2400000
5077002063,"424 S WESTMORELAND AVE, UNIT 213",90020,Residential,1982,639,1,230367
5077002108,"435 S VIRGIL AVE, NO 109",90020,Residential,1986,931,1,244000
5077002122,"435 S VIRGIL AVE, NO 213",90020,Residential,1986,622,1,135612
5077001010,410 S COMMONWEALTH AVE,90020,Residential,1958,8328,12,584472
5077002050,"424 S WESTMORELAND AVE, UNIT 113",90020,Residential,1982,639,1,109629
5077002152,"435 S VIRGIL AVE, NO 313",90020,Residential,1986,622,1,143447
5077001037,3062 W 4TH ST,90020,Residential,1988,25925,32,2489113
5077002130,"435 S VIRGIL AVE, NO 224",90020,Residential,1986,640,1,200067
5077002086,"435 S VIRGIL AVE, NO 104",90020,Residential,1986,839,1,186843
5077002029,440 SHATTO PL,90020,Institutional,1971,50078,0,2631186
5077002072,"424 S WESTMORELAND AVE, UNIT 309",90020,Residential,1982,1034,1,256000
5077002131,"435 S VIRGIL AVE, NO 228",90020,Residential,1986,649,1,122954
5077002044,"424 S WESTMORELAND AVE, UNIT 107",90020,Residential,1982,1064,1,191131
5077002071,"424 S WESTMORELAND AVE, UNIT 308",90020,Residential,1982,1034,1,256000
5077002139,"435 S VIRGIL AVE, NO 211",90020,Residential,1986,640,1,250000
5077002057,"424 S WESTMORELAND AVE, UNIT 207",90020,Residential,1982,1064,1,225418
5077002095,"435 S VIRGIL AVE, NO 116",90020,Residential,1986,649,1,225000
5077002160,"435 S VIRGIL AVE, NO 324",90020,Residential,1986,640,1,233000
5077002198,"417 S WESTMORELAND AVE, 301",90020,Residential,2007,1360,1,336953
5077001034,418 S COMMONWEALTH AVE,90020,Residential,1986,17283,25,3698916
5077002166,"435 S VIRGIL AVE, NO 303",90020,Residential,1986,640,1,57166
5077001003,429 S HOOVER ST,90020,Residential,1948,5744,8,405629
5077002038,"424 S WESTMORELAND AVE, UNIT 101",90020,Residential,1982,1035,1,180585
5077002069,"424 S WESTMORELAND AVE, UNIT 306",90020,Residential,1982,990,1,273000
5077002107,"435 S VIRGIL AVE, NO 107",90020,Residential,1986,649,1,143447
5077002210,"424 S WESTMORELAND AVE, UNIT 103",90020,Residential,1982,990,1,215172
5077002070,"424 S WESTMORELAND AVE, UNIT 307",90020,Residential,1982,1064,1,207013
5077002136,"435 S VIRGIL AVE, NO 203",90020,Residential,1986,640,1,165397
5077002153,"435 S VIRGIL AVE, NO 314",90020,Residential,1986,679,1,239000
5077002039,"424 S WESTMORELAND AVE, UNIT 102",90020,Residential,1982,956,1,288789
5077004018,519 S WESTMORELAND AVE,90020,Residential,1984,9932,18,1027393
5077002068,"424 S WESTMORELAND AVE, UNIT 305",90020,Residential,1982,955,1,116446
5077007001,601 S COMMONWEALTH AVE,90005,Commercial,1973,0,0,1305901
5077002113,"435 S VIRGIL AVE, NO 225",90020,Residential,1986,834,1,246000
5077002202,"417 S WESTMORELAND AVE, 401",90020,Residential,2007,1360,1,367668
5077005027,540 S COMMONWEALTH AVE,90020,Institutional,1931,179637,0,10828772
5077002042,"424 S WESTMORELAND AVE, UNIT 105",90020,Residential,1982,955,1,215172
5077002077,423 S WESTMORELAND AVE,90020,Residential,1986,38886,54,3810572
5077002112,"435 S VIRGIL AVE, NO 223",90020,Residential,1986,613,1,189025
5077002143,"435 S VIRGIL AVE, NO 325",90020,Residential,1986,834,1,250608
5077002197,"417 S WESTMORELAND AVE, 204",90020,Residential,2007,1380,1,409075
5077002161,"435 S VIRGIL AVE, NO 328",90020,Residential,1986,649,1,66924
5077002162,"435 S VIRGIL AVE, NO 329",90020,Residential,1986,931,1,225418
5077004016,509 S WESTMORELAND AVE,90020,Institutional,1988,41440,41,5644732
5077002206,"417 S WESTMORELAND AVE, 501",90020,Residential,2007,1360,1,367680
5077007024, ,0,Commercial,0,0,0,18
5077008010,616 S WESTMORELAND AVE,90005,Commercial,1960,23169,0,1164685
5077004033,3119 W 6TH ST,90020,Institutional,1936,17653,1,8200000
5077009009,616 SHATTO PL,90005,Commercial,1950,6021,0,992398
5077003032,"501 SHATTO PL, 5TH FL",90020,Commercial,1974,77841,0,5767488
5077002189,"456 SHATTO PL, 14",90020,Residential,2002,1259,1,401000
5077008017,3037 WILSHIRE BLVD,90010,Residential,0,0,0,1120000
5077009005,3075 WILSHIRE BLVD,90010,Commercial,1962,145002,127,7162352
5077003010,515 SHATTO PL,90020,Commercial,1961,16503,0,2485556
5077007026, ,0,Commercial,1949,20634,0,850658
5077005023, ,0,Commercial,1977,0,0,1542000
5077003902, ,0, ,0,0,0,0
5077009915, ,0, ,0,0,0,0
5077009913, ,0, ,0,0,0,0
5077006900, ,0, ,0,0,0,0
5501001009,3761 BEVERLY BLVD,90004,Commercial,1986,1386,0,341494
5501002002,333 N WESTMORELAND AVE,90004,Residential,0,0,0,265829
5501005021,3440 COUNCIL ST,90004,Residential,1938,3105,5,637902
5501002026,316 N WESTMORELAND AVE,90004,Residential,1906,668,1,33152
5501004006,235 N HOOVER ST,90004,Institutional,1925,95439,0,8123783
5501005005,135 N HOOVER ST,90004,Residential,1922,2728,3,682248
5501005029,3301 BEVERLY BLVD,90004,Commercial,1928,7211,0,622718
5501009002,3688 BEVERLY BLVD,90004,Commercial,1937,3645,0,338510
5501010005,3700 BEVERLY BLVD,90004,Commercial,1949,1188,0,159217
5501005018,100 N COMMONWEALTH AVE,90004,Residential,0,0,0,20264
5501006025, ,0,Commercial,0,0,0,51355
5501014012,3510 WHITE HOUSE PL,90004,Residential,1916,3932,4,630294
5501003018,316 N VIRGIL AVE,90004,Residential,1912,1278,2,96965
5501003042, ,0,Commercial,1930,1236,0,530393
5501001025,3820 OAKWOOD AVE,90004,Commercial,1963,5663,0,411053
5501002022,315 N VIRGIL AVE,90004,Residential,1963,4797,6,368754
5501006023, ,0,Commercial,0,0,0,72890
5501001001,338 N VERMONT AVE,90004,Commercial,1973,0,0,780351
5501001027,307 N MADISON AVE,90004,Commercial,1948,2520,0,228636
5501002035,301 N VIRGIL AVE,90004,Commercial,1985,7183,0,2842725
5501003046,3500 W TEMPLE STREET,90004,Institutional,2006,53908,0,9613497
5501004003,231 COMMONWEALTH PL,90004,Residential,1918,884,1,262191
5501005017,100 N COMMONWEALTH AVE,90004,Commercial,0,0,0,263883
5501001008,3755 BEVERLY BLVD,90004,Institutional,1964,14356,0,733466
5501003033,325 N HOOVER ST,90004,Industrial,1945,9512,0,2651978
5501006008, ,0,Residential,0,0,0,61211
5501007001, ,0,Commercial,1983,1914,0,239831
5501009022,241 N WESTMORELAND AVE,90004,Industrial,1977,8418,0,387336
5501010027,249 N JUANITA AVE,90004,Residential,1924,11362,21,1971101
5501012011,163 BIMINI PL,90004,Residential,1923,26328,18,2049253
5501015003,149 S WESTMORELAND AVE,90004,Residential,1926,8458,8,900000
5501016022,123 S VIRGIL AVE,90004,Residential,1914,1982,1,346900
5501009006,3664 BEVERLY BLVD,90004,Commercial,1945,0,0,73749
5501013018,175 S VIRGIL AVE,90004,Residential,0,0,0,282843
5501014009,3540 WHITE HOUSE PL,90004,Residential,1916,4312,4,129303
5501015010,115 S WESTMORELAND AVE,90004,Residential,1939,3866,4,640000
5501017045,136 S VIRGIL AVE,90004,Residential,1972,105633,143,27082991
5501019006,201 S HOOVER ST,90004,Residential,1939,6810,8,1091601
5501005022,3430 COUNCIL ST,90004,Residential,1938,1400,1,368000
5501006030,149 N COMMONWEALTH AVE,90004,Residential,1991,31704,39,5434641
5501007026, ,0,Commercial,0,0,0,236683
5501015002,155 S WESTMORELAND AVE,90004,Residential,1937,3744,4,916967
5501016025,105 S VIRGIL AVE,90004,Commercial,0,0,0,668873
5501018023,172 S COMMONWEALTH AVE,90004,Residential,1915,2766,1,501658
5501002017,3714 OAKWOOD AVE,90004,Residential,1927,1143,1,207096
5501004004,221 COMMONWEALTH PL,90004,Residential,1939,2083,1,195366
5501003013,"309 N COMMONWEALTH AVE, UNIT   N",90004,Residential,1926,2195,0,289012
5501006018,209 N COMMONWEALTH AVE,90004,Residential,1987,4327,10,525234
5501014008,140 BIMINI PL,90004,Residential,1916,4792,5,679329
5501015028, ,0,Residential,0,0,0,6976
5501017003,115 S COMMONWEALTH AVE,90004,Residential,1911,3021,1,195372
5501017004,119 S COMMONWEALTH AVE,90004,Residential,1909,2968,2,245833
5501019003,247 S HOOVER ST,90004,Residential,1916,3084,2,344170
5501021025,333 S VIRGIL AVE,90020,Residential,1971,30468,39,2527792
5501021028,319 S VIRGIL AVE,90020,Residential,1991,67477,74,5318793
5501015027,158 S MADISON AVE,90004,Residential,1952,2218,3,179258
5501018009,127 S HOOVER ST,90004,Residential,1911,1862,1,190535
5501007002,3361 W 1ST ST,90004,Commercial,1961,3883,0,279999
5501010026,243 N JUANITA AVE,90004,Commercial,1968,0,0,91076
5501010029,224 N VERMONT AVE,90004,Commercial,1941,5450,0,497131
5501012010,3441 W 2ND ST,90004,Residential,1923,44934,74,3317117
5501014021,3470 W 1ST ST,90004,Commercial,1947,3419,0,549908
5501014023,3478 W 1ST ST,90004,Commercial,1970,0,0,54978
5501016004,112 S WESTMORELAND AVE,90004,Residential,1926,9436,16,675357
5501020008,233 S VIRGIL AVE,90004,Residential,1921,5578,3,723268
5501010031, ,0,Commercial,0,0,0,63725
5501014004,3500 W 1ST ST,90004,Institutional,1951,13966,0,616413
5501018002,3314 BEVERLY BLVD,90004,Commercial,0,0,0,301362
5501020010,238 S WESTMORELAND AVE,90004,Residential,1919,4416,1,940000
5501022011, ,0,Residential,0,0,0,10
5501022014,312 S COMMONWEALTH AVE,90020,Residential,1925,7699,6,1205448
5502001004,335 S NORMANDIE AVE,90020,Residential,1962,17757,24,977052
5501008026,201 N WESTMORELAND AVE,90004,Industrial,1935,28693,31,7588000
5501010022,250 N VERMONT AVE,90004,Commercial,1978,320,0,128576
5501016027,158 S WESTMORELAND AVE,90004,Residential,1958,12660,18,461911
5501019017,230 S COMMONWEALTH AVE,90004,Residential,1922,3996,4,650000
5501023012,373 S VIRGIL AVE,90020,Residential,1923,2116,1,305863
5501006010,117 N COMMONWEALTH AVE,90004,Residential,1922,1834,0,149054
5501009026,3680 BEVERLY BLVD,90004,Industrial,1992,16020,0,2520062
5501010025,237 N JUANITA AVE,90004,Commercial,1968,0,0,91442
5501012003,112 S VERMONT AVE,90004,Commercial,1995,20766,0,3009120
5501014020,3464 W 1ST ST,90004,Commercial,1941,4550,0,181588
5501015001,161 S WESTMORELAND AVE,90004,Residential,1950,5036,12,985852
5501017022,186 S VIRGIL AVE,90004,Residential,1938,3254,3,500000
5501018007,117 S HOOVER ST,90004,Residential,1922,4470,5,176874
5501018024,164 S COMMONWEALTH AVE,90004,Residential,1924,6486,7,366686
5501021009,320 S VIRGIL AVE,90020,Residential,1937,3890,4,239137
5501022015,318 S COMMONWEALTH AVE,90020,Residential,1927,14760,24,2113552
5501022035,"370 S COMMONWEALTH AVE, 104",90020,Residential,1982,1208,1,243996
5502001028,"320 S ARDMORE AVE, 108",90020,Residential,1973,566,1,184195
5501020004,209 S VIRGIL AVE,90004,Residential,1924,3754,2,94560
5501021044,"332 S VIRGIL AVE, 601",90020,Residential,2008,1240,1,281773
5502001059,"320 S ARDMORE AVE, NO 204",90020,Residential,1973,566,1,226000
5501022006,3116 GENEVA ST,90020,Residential,1923,1632,2,103218
5501022026,3100 W 3RD ST,90020,Residential,1969,41628,54,6120444
5502001017,354 S ARDMORE AVE,90020,Residential,1916,5020,1,742480
5502001055,"320 S ARDMORE AVE, NO 137",90004,Residential,1973,378,1,155000
5502001105,"320 S ARDMORE AVE, NO 315",90020,Residential,1973,580,1,108449
5502001120,"320 S ARDMORE AVE, 330",90020,Residential,1973,580,1,229000
5501015015,3450 W 1ST ST,90004,Commercial,0,0,0,78337
5501019001,253 S HOOVER ST,90004,Residential,1914,3249,3,446529
5501019023,3220 W 2ND ST,90004,Residential,1923,7985,6,151921
5501019024,220 S COMMONWEALTH AVE,90004,Residential,1966,12428,24,2870000
5501022028,306 S COMMONWEALTH AVE,90020,Residential,1975,1600,1,137437
5502001039,"320 S ARDMORE AVE, 120",90004,Residential,1973,368,1,152000
5502003005,320 S MARIPOSA AVE,90020,Residential,1955,11900,22,1567684
5501018005,109 S HOOVER ST,90004,Residential,1911,1444,1,168604
5501019012,233 S HOOVER ST,90004,Residential,1907,2343,1,379603
5502001061,"320 S ARDMORE AVE, NO 206",90020,Residential,1973,566,1,99510
5502002001,354 S NORMANDIE AVE,90020,Residential,1914,7604,1,2037990
5501017025,170 S VIRGIL AVE,90004,Residential,1987,14654,16,1352129
5502001025,"320 S ARDMORE AVE, 104",90020,Residential,1973,566,1,70846
5502001083,"320 S ARDMORE AVE, NO 229",90004,Residential,1973,368,1,53130
5502001085,"320 S ARDMORE AVE, NO 231",90020,Residential,1973,580,1,229000
5501015024,144 S MADISON AVE,90004,Residential,1948,1750,1,230145
5501017014,173 S COMMONWEALTH AVE,90004,Residential,1911,4838,5,78752
5501019015,240 S COMMONWEALTH AVE,90004,Residential,1991,8536,10,896343
5501021021,318 S WESTMORELAND AVE,90020,Residential,1917,3434,1,338154
5501022034,"370 S COMMONWEALTH AVE, NO 3",90020,Residential,1982,1208,1,224700
5502001041,"320 S ARDMORE AVE, 122",90020,Residential,1973,368,1,106874
5502001091,"320 S ARDMORE AVE, NO 237",90020,Residential,1973,378,1,66698
5501018012,141 S HOOVER ST,90004,Residential,1946,8742,12,451357
5501018019,192 S COMMONWEALTH AVE,90004,Residential,1921,3388,2,256811
5501020013,220 S WESTMORELAND AVE,90004,Residential,1924,1988,2,412822
5501021019,330 S WESTMORELAND AVE,90020,Residential,1919,3339,2,657738
5501024005,335 S WESTMORELAND AVE,90020,Residential,1919,2892,1,124866
5501024021,356 S VERMONT AVE,90020,Recreational,0,37761,0,2623544
5502001076,"320 S ARDMORE AVE, NO 222",90020,Residential,1973,368,1,62531
5502001002,347 S NORMANDIE AVE,90020,Institutional,1916,4300,1,126630
5502001027,"320 S ARDMORE AVE, 107",90020,Residential,1973,566,1,104069
5502001128,"320 S ARDMORE AVE, NO 116",90020,Residential,1973,378,1,82563
5502003021,"345 S ALEXANDRIA AVE, 102",90020,Residential,1989,910,1,277783
5502003072,"345 S ALEXANDRIA AVE, 301",90020,Residential,1989,920,1,280837
5502001029,"320 S ARDMORE AVE, 109",90020,Residential,1973,566,1,87262
5502001071,"320 S ARDMORE AVE, NO 217",90020,Residential,1973,368,1,162200
5502001089,"320 S ARDMORE AVE, NO 235",90020,Residential,1973,378,1,131632
5502001122,"320 S ARDMORE AVE, APT 332",90020,Residential,1973,368,1,77764
5502001038,"320 S ARDMORE AVE, NO 119",90020,Residential,1973,580,1,115253
5502002015,341 S MARIPOSA AVE,90020,Residential,1958,8944,12,1332532
5502003046,"345 S ALEXANDRIA AVE, 201",90020,Residential,1989,920,1,280837
5502002029,"309 S MARIPOSA AVE, 302",90020,Residential,2005,1270,1,368866
5502001058,"320 S ARDMORE AVE, #203",90020,Residential,1973,566,1,226000
5502001060,"320 S ARDMORE AVE, NO 205",90020,Residential,1973,566,1,117531
5502003083,"345 S ALEXANDRIA AVE, 312",90020,Residential,1989,880,1,268626
5502003110,"345 S ALEXANDRIA AVE, PH 13",90020,Residential,1989,860,1,262521
5502003112,"345 S ALEXANDRIA AVE, PH 15",90020,Residential,1989,880,1,268626
5501010903, ,0, ,0,0,0,0
5501010909, ,0, ,0,0,0,0
5501010901, ,0, ,0,0,0,0
5501003901, ,0, ,0,0,0,0
5501010906, ,0, ,0,0,0,0
5501016900, ,0, ,0,0,0,0
5502003061,"345 S ALEXANDRIA AVE, 216",90020,Residential,1989,830,1,253363
5502003075,"345 S ALEXANDRIA AVE, 304",90020,Residential,1989,540,1,279000
5502005038,"360 S KENMORE AVE, APT 0206",90020,Residential,1965,751,1,195000
5502005045,"360 S KENMORE AVE, NO 303",90020,Residential,1965,751,1,137432
5502003031,"345 S ALEXANDRIA AVE, 112",90020,Residential,1989,880,1,229737
5502003099,"345 S ALEXANDRIA AVE, PH 02",90020,Residential,1989,910,1,277783
5502005040,"360 S KENMORE AVE, APT 0208",90020,Residential,1965,454,1,56188
5502006002,308 S CATALINA ST,90020,Commercial,1926,7750,0,1694048
5502003044,"345 S ALEXANDRIA AVE, 125",90020,Residential,1989,860,1,262521
5502003051,"345 S ALEXANDRIA AVE, 206",90020,Residential,1989,830,1,216678
5502003078,"345 S ALEXANDRIA AVE, 307",90020,Residential,1989,560,1,263000
5502003087,"345 S ALEXANDRIA AVE, 316",90020,Residential,1989,830,1,253363
5502005012,347 S CATALINA ST,90020,Residential,1921,4370,4,294128
5502006012,357 S BERENDO ST,90020,Residential,1921,6342,4,1300000
5502003115,"345 S ALEXANDRIA AVE, PH 18",90020,Residential,1989,830,1,253363
5502003093,"345 S ALEXANDRIA AVE, 322",90020,Residential,1989,580,1,179487
5502005027,"360 S KENMORE AVE, NO 105",90020,Residential,1965,796,1,80227
5502010027,444 S BERENDO ST,90020,Residential,1969,38916,45,3249081
5502013026,"425 S KENMORE AVE, APT  109",90020,Residential,1963,660,1,103466
5502004013,345 S KENMORE AVE,90020,Residential,1963,22005,28,1069529
5502005029,"360 S KENMORE AVE, APT 0107",90020,Residential,1965,806,1,158817
5502013016,445 S KENMORE AVE,90020,Residential,1917,4032,1,229091
5502003107,"345 S ALEXANDRIA AVE, PH 10",90020,Residential,1989,880,1,262521
5502004001,3671 W 4TH ST,90020,Residential,1950,6434,8,1054767
5502005031,"360 S KENMORE AVE, APT 0109",90020,Residential,1965,454,1,74270
5502011021,455 S BERENDO ST,90020,Residential,1966,41787,50,5013558
5502007017,319 S NEW HAMPSHIRE AVE,90020,Residential,1968,30898,42,2771760
5502013025,"425 S KENMORE AVE, APT  106",90020,Residential,1963,660,1,192000
5502003080,"345 S ALEXANDRIA AVE, 309",90020,Residential,1989,820,1,250310
5502006003,314 S CATALINA ST,90020,Residential,1924,8640,19,507025
5502007008,348 S BERENDO ST,90020,Residential,1938,11024,12,1988989
5502012006,422 S KENMORE AVE,90020,Residential,1958,9854,14,897798
5502014002,452 S MARIPOSA AVE,90020,Residential,1956,9889,12,630222
5502003089,"345 S ALEXANDRIA AVE, 318",90020,Residential,1989,830,1,253363
5502005005,324 S KENMORE AVE,90020,Residential,1955,7126,11,596521
5502005051,"360 S KENMORE AVE, APT 0309",90020,Residential,1965,454,1,67476
5502006020,307 S BERENDO ST,90020,Residential,1922,4502,4,127950
5502013002,448 S ALEXANDRIA AVE,90020,Residential,1963,18409,27,2085317
5502013058,"425 S KENMORE AVE, APT  313",90020,Residential,1963,705,1,40366
5502003103,"345 S ALEXANDRIA AVE, PH 06",90020,Residential,1989,830,1,253363
5502005004,330 S KENMORE AVE,90020,Residential,1951,8088,10,564197
5502005044,"360 S KENMORE AVE, NO 302",90020,Residential,1965,1331,1,183899
5502013036,"425 S KENMORE AVE, APT  203",90020,Residential,1963,705,1,152318
5502013061,"425 S KENMORE AVE, APT  307",90020,Residential,1963,682,1,53701
5502016014,414 S ARDMORE AVE,90020,Residential,1972,183634,224,10333403
5502017021,3625 W 6TH ST,90020,Commercial,1955,26885,0,1628206
5502003097,"345 S ALEXANDRIA AVE, 326",90020,Residential,1989,970,1,296099
5502018024,504 S NORMANDIE AVE,90020,Residential,1989,18665,24,1520338
5502013056,"425 S KENMORE AVE, APT  311",90020,Residential,1963,696,1,187884
5502015016,436 S NORMANDIE AVE,90020,Residential,1988,27922,39,2055349
5502021017,"540 S KENMORE AVE, NO   201",90020,Residential,2009,1270,1,438951
5502005053,3658 W 3RD ST,90020,Commercial,1985,6521,0,882592
5502008022,319 S VERMONT AVE,90020,Commercial,1989,690,1,1028843
5502021040,"540 S KENMORE AVE, NO   506",90020,Residential,2009,1280,1,465079
5502003120,"345 S ALEXANDRIA AVE, PH23",90020,Residential,1989,560,1,170943
5502008010,323 S VERMONT AVE,90020,Commercial,1945,0,0,130353
5502010011,464 S BERENDO ST,90020,Residential,1963,21486,24,1372902
5502013028,"425 S KENMORE AVE, APT  111",90020,Residential,1963,696,1,31960
5502013035,"425 S KENMORE AVE, APT  202",90020,Residential,1963,705,1,131151
5502017020,3601 W 6TH ST,90020,Commercial,1986,10053,0,4017048
5502020012,537 S KENMORE AVE,90020,Residential,1926,24980,48,1452439
5502003122,"345 S ALEXANDRIA AVE, PH25",90020,Residential,1989,860,1,262521
5502005006,316 S KENMORE AVE,90020,Residential,1922,6031,4,627837
5502005033,"360 S KENMORE AVE, APT 0201",90020,Residential,1965,1070,1,89043
5502009007,448 S NEW HAMPSHIRE AVE,90020,Residential,1939,6602,6,267550
5502013003,442 S ALEXANDRIA AVE,90020,Residential,1956,10458,16,655098
5502013038,"425 S KENMORE AVE, APT  205",90020,Residential,1963,1007,1,203793
5502013055,"425 S KENMORE AVE, APT  310",90020,Residential,1963,872,1,137660
5502021035,"540 S KENMORE AVE, NO   501",90020,Residential,2009,1270,1,494342
5502012011,443 S CATALINA ST,90020,Residential,1926,25720,47,965542
5502013044,"425 S KENMORE AVE, APT  213",90020,Residential,1963,705,1,128078
5502013051,"425 S KENMORE AVE, APT  304",90020,Residential,1963,651,1,99483
5502021055,"540 S KENMORE AVE, NO   803",90020,Residential,2009,1250,1,615576
5502022064,"525 S BERENDO ST, 308",90020,Residential,1991,880,1,356000
5502023045,"500 S BERENDO ST, NO   121",90020,Residential,1992,1088,1,235457
5502013017,453 S KENMORE AVE,90020,Residential,1956,9981,12,756619
5502015009,411 S MARIPOSA AVE,90020,Residential,1957,10666,16,595942
5502018014,535 S MARIPOSA AVE,90020,Residential,1953,8530,12,1546991
5502021038,"540 S KENMORE AVE, NO   504",90020,Residential,2009,1250,1,459854
5502022040,"525 S BERENDO ST, 116",90020,Residential,1991,880,1,272229
5502022074,"525 S BERENDO ST, 402",90020,Residential,1991,1051,1,227903
5502011004,"426 S CATALINA ST, NO B",90020,Residential,1921,5506,4,379034
5502013009,401 S KENMORE AVE,90020,Residential,1927,26640,48,3532967
5502013031,"425 S KENMORE AVE, APT  114",90020,Residential,1963,467,1,187000
5502015007,418 S NORMANDIE AVE,90020,Residential,1927,61685,97,2396537
5502021004,520 S KENMORE AVE,90020,Residential,1961,18783,24,2632479
5502022041,"525 S BERENDO ST, 201",90020,Residential,1991,913,1,227174
5502022066,"525 S BERENDO ST, 310",90020,Residential,1991,867,1,256157
5502023036,"500 S BERENDO ST, NO   112",90020,Residential,1992,734,1,241089
5502024058,"3223 W 006 ST, NO   409",90020,Residential,2009,1430,1,461943
5502024076,"3223 W 006 ST, NO   603",90020,Residential,2009,1650,1,768473
5502014007,410 S MARIPOSA AVE,90020,Residential,1956,10062,12,1820000
5502014014,449 S ALEXANDRIA AVE,90020,Residential,1987,13200,20,989943
5502023027,"500 S BERENDO ST, NO   103",90020,Residential,1992,795,1,264721
5502023077,"500 S BERENDO ST, NO   311",90020,Residential,1992,1040,1,259089
5502024067,"3223 W 006 ST, NO   506",90020,Residential,2009,1760,1,589448
5502024074,"3223 W 006 ST, NO   601",90020,Residential,2009,1260,1,440591
5502017004,535 S NORMANDIE AVE,90020,Residential,1956,22101,29,2342194
5502022001,539 S BERENDO ST,90020,Residential,1938,10598,14,1112273
5502022067,"525 S BERENDO ST, 311",90020,Residential,1991,889,1,266202
5502023048,"500 S BERENDO ST, NO   203",90020,Residential,1992,795,1,184432
5502023099,"500 S BERENDO ST, NO   413",90020,Residential,1992,596,1,205000
5502019009,501 N ALEXANDRIA AVE,90004,Commercial,1953,5903,17,1230669
5502022043,"525 S BERENDO ST, 203",90020,Residential,1991,887,1,341407
5502022077,"525 S BERENDO ST, 405",90020,Residential,1991,1071,1,299949
5502023076,"500 S BERENDO ST, NO   310",90020,Residential,1992,1044,1,375000
5502024027,"3223 W 006 ST, NO   202",90020,Residential,2009,1530,1,426458
5502024044,"3223 W 006 ST, NO   307",90020,Residential,2009,1240,1,440000
5502024095,"3223 W 006 ST, NO   806",90020,Residential,2009,1770,1,574817
5502024024, ,0,Commercial,0,0,0,1895385
5502024118,"3223 W 006 ST, NO  1105",90020,Residential,2009,1530,1,627073
5502020001,534 S ALEXANDRIA AVE,90020,Commercial,1990,0,0,1295703
5502021007,3520 W 5TH ST,90020,Residential,1950,8956,6,560514
5502021043,"540 S KENMORE AVE, NO   603",90020,Residential,2009,1250,1,547473
5502022083,"525 S BERENDO ST, 411",90020,Residential,1991,1073,1,240377
5502023083,"500 S BERENDO ST, NO   317",90020,Residential,1992,1065,1,230541
5502024055,"3223 W 006 ST, NO   406",90020,Residential,2009,1780,1,730000
5502024072,"3223 W 006 ST, NO   511",90020,Residential,2009,1300,1,452043
5502024105,"3223 W 006 ST, NO   908",90020,Residential,2009,1490,1,592678
5502025006,643 S VERMONT AVE,90005,Commercial,2006,2296,0,1113749
5502024077,"3223 W 006 ST, NO   604",90020,Residential,2009,1630,1,674104
5502022056,"525 S BERENDO ST, 216",90020,Residential,1991,880,1,234986
5502024013,505 S VERMONT AVE,90020,Commercial,1975,7713,0,3835444
5502024022, ,0,Commercial,0,0,0,1611077
5502027030,"625 S BERENDO ST, 109",90005,Residential,2005,1260,1,374692
5502022076,"525 S BERENDO ST, 404",90020,Residential,1991,1051,1,402000
5502023026,"500 S BERENDO ST, NO   102",90020,Residential,1992,1176,1,416000
5502023041,"500 S BERENDO ST, 117",90020,Residential,1992,1088,1,389000
5502023056,"500 S BERENDO ST, NO   211",90020,Residential,1992,1040,1,181787
5502023107,"500 S BERENDO ST, NO   421",90020,Residential,1992,863,1,221565
5502024047,"3223 W 006 ST, NO   310",90020,Residential,2009,1430,1,410664
5502027017,3303 WILSHIRE BLVD,90010,Commercial,1970,176335,0,7307447
5502023040,"500 S BERENDO ST, 116",90020,Residential,1992,742,1,262184
5502023074,"500 S BERENDO ST, NO   308",90020,Residential,1992,993,1,250828
5502024029,"3223 W 006 ST, NO   204",90020,Residential,2009,1690,1,453582
5502024046,"3223 W 006 ST, NO   309",90020,Residential,2009,1430,1,451492
5502027066,"625 S BERENDO ST, 407",90005,Residential,2005,1480,1,426928
5502022048,"525 S BERENDO ST, 208",90020,Residential,1991,880,1,285317
5502023072,"500 S BERENDO ST, NO   306",90020,Residential,1992,1113,1,299352
5502027029,"625 S BERENDO ST, 108",90005,Residential,2005,1280,1,336155
5502027072,"625 S BERENDO ST, 413",90005,Residential,2005,1200,1,313536
5502021041,"540 S KENMORE AVE, NO   601",90020,Residential,2009,1270,1,517335
5502022035,"525 S BERENDO ST, 111",90020,Residential,1991,889,1,335000
5502023066,"500 S BERENDO ST, NO   221",90020,Residential,1992,1114,1,397000
5502024120,"3223 W 006 ST, NO  1107",90020,Residential,2009,1770,1,657382
5502024121,"3223 W 006 ST, NO  1108",90020,Residential,2009,1490,1,593628
5502027077,"625 S BERENDO ST, 505",90005,Residential,2005,1430,1,473000
5502024106,"3223 W 006 ST, NO  1001",90020,Residential,2009,1270,1,491207
5502026013, ,0,Commercial,0,0,0,636333
5502029026,"3470 W 6TH ST, 2",90020,Commercial,1984,22257,0,5807198
5502024066,"3223 W 006 ST, NO   505",90020,Residential,2009,1690,1,558094
5502027080,"625 S BERENDO ST, 508",90005,Residential,2005,1200,1,444000
5502031015,3457 WILSHIRE BLVD,90010,Commercial,1946,95840,0,11222295
5502024104,"3223 W 006 ST, NO   907",90020,Residential,2009,1770,1,585268
